"ccode" "year" "country" "accode" "polity" "years" "herf" "herftot" "herfopp" "oppvote" "frac" "pr" "system" "LJI" "post.sd" "vol" "contest" "colonial"
"53" 20 1992 "Canada" "CAN" 10 104 1 NA 0.541819095611572 52.4599990844727 0.576225340366364 "0" "2" 0.9698 0.0164 NA 1.81866620975434 "0. Never colonized by a Western overseas colonial power"
"54" 20 1993 "Canada" "CAN" 10 105 1 NA 0.541819095611572 52.4599990844727 0.576225340366364 "0" "2" 0.971 0.0158 NA 1.80698610082772 "0. Never colonized by a Western overseas colonial power"
"55" 20 1994 "Canada" "CAN" 10 106 1 NA 0.409760117530823 55.120002746582 0.576392233371735 "0" "2" 0.9712 0.0161 NA 1.58853306287024 "0. Never colonized by a Western overseas colonial power"
"56" 20 1995 "Canada" "CAN" 10 107 1 NA 0.409760117530823 55.120002746582 0.576392233371735 "0" "2" 0.9715 0.0162 NA 1.79397810535174 "0. Never colonized by a Western overseas colonial power"
"57" 20 1996 "Canada" "CAN" 10 108 1 NA 0.409760117530823 55.120002746582 0.576392233371735 "0" "2" 0.9714 0.0173 NA 1.77033644925573 "0. Never colonized by a Western overseas colonial power"
"58" 20 1997 "Canada" "CAN" 10 109 1 NA 0.409760117530823 55.120002746582 0.576392233371735 "0" "2" 0.9705 0.0177 NA 1.74806423467432 "0. Never colonized by a Western overseas colonial power"
"59" 20 1998 "Canada" "CAN" 10 110 1 NA 0.303305596113205 59.9900016784668 0.666644513607025 "0" "2" 0.9704 0.0172 NA 1.75194890620613 "0. Never colonized by a Western overseas colonial power"
"60" 20 1999 "Canada" "CAN" 10 111 1 NA 0.303305596113205 59.9900016784668 0.666644513607025 "0" "2" 0.9698 0.0175 NA 1.78131592693615 "0. Never colonized by a Western overseas colonial power"
"61" 20 2000 "Canada" "CAN" 10 112 1 NA 0.303305596113205 59.9900016784668 0.666644513607025 "0" "2" 0.9697 0.0178 NA 1.79052178250207 "0. Never colonized by a Western overseas colonial power"
"62" 20 2001 "Canada" "CAN" 10 113 1 NA 0.367345690727234 56.9000015258789 0.608017683029175 "0" "2" 0.9688 0.0176 NA NA "0. Never colonized by a Western overseas colonial power"
"63" 20 2002 "Canada" "CAN" 10 114 1 NA 0.367345690727234 56.9000015258789 0.608017683029175 "0" "2" 0.9674 0.019 NA NA "0. Never colonized by a Western overseas colonial power"
"64" 20 2003 "Canada" "CAN" 10 115 1 NA 0.367345690727234 56.9000015258789 0.608017683029175 "0" "2" 0.9672 0.0189 NA NA "0. Never colonized by a Western overseas colonial power"
"65" 20 2004 "Canada" "CAN" 10 116 1 NA 0.367345690727234 56.9000015258789 0.608017683029175 "0" "2" 0.9676 0.0188 NA NA "0. Never colonized by a Western overseas colonial power"
"66" 20 2005 "Canada" "CAN" 10 117 1 NA 0.442063271999359 57.7000007629395 0.672194242477417 "0" "2" 0.9669 0.0194 NA NA "0. Never colonized by a Western overseas colonial power"
"67" 20 2006 "Canada" "CAN" 10 118 1 NA 0.442063271999359 57.7000007629395 0.672194242477417 "0" "2" 0.9666 0.0199 NA NA "0. Never colonized by a Western overseas colonial power"
"68" 20 2007 "Canada" "CAN" 10 119 1 NA 0.419570595026016 58.189998626709 0.692034363746643 "0" "2" 0.9657 0.0212 NA NA "0. Never colonized by a Western overseas colonial power"
"69" 20 2008 "Canada" "CAN" 10 120 1 NA 0.419570595026016 58.189998626709 0.692034363746643 "0" "2" 0.964 0.0227 NA NA "0. Never colonized by a Western overseas colonial power"
"70" 20 2009 "Canada" "CAN" 10 121 1 NA 0.365049481391907 54.4000015258789 0.682335913181305 "0" "2" 0.9626 0.0245 NA NA "0. Never colonized by a Western overseas colonial power"
"76" 42 1983 "Dominican Republic" "DOM" 6 5 1 NA 0.75802618265152 0 0.560644209384918 "1" "0" 0.4212 0.0333 NA 1.14834870740536 "2. Spanish"
"77" 42 1984 "Dominican Republic" "DOM" 6 6 1 NA 0.75802618265152 0 0.560644209384918 "1" "0" 0.4253 0.0347 NA 1.04475684605727 "2. Spanish"
"78" 42 1985 "Dominican Republic" "DOM" 6 7 1 NA 0.75802618265152 0 0.560644209384918 "1" "0" 0.4322 0.0351 NA 1.07469603177152 "2. Spanish"
"79" 42 1986 "Dominican Republic" "DOM" 6 8 1 NA 0.717280328273773 0 0.572908461093903 "1" "0" 0.435 0.0358 NA 1.10395325291001 "2. Spanish"
"80" 42 1987 "Dominican Republic" "DOM" 6 9 1 NA 0.625 0 0.609523832798004 "1" "0" 0.4285 0.0356 NA 1.06389679648349 "2. Spanish"
"81" 42 1988 "Dominican Republic" "DOM" 6 10 1 NA 0.625 0 0.609523832798004 "1" "0" 0.4244 0.0332 NA 1.0915851838152 "2. Spanish"
"82" 42 1989 "Dominican Republic" "DOM" 6 11 1 NA 0.625 0 0.609523832798004 "1" "0" 0.4138 0.0332 NA 1.30031309583127 "2. Spanish"
"83" 42 1990 "Dominican Republic" "DOM" 6 12 1 NA 0.625 0 0.609523832798004 "1" "0" 0.4047 0.0317 NA 1.05939732875934 "2. Spanish"
"84" 42 1991 "Dominican Republic" "DOM" 6 13 0.908163249492645 NA 0.916824221611023 0 0.548850536346436 "1" "0" 0.4001 0.0319 NA 1.16357073545509 "2. Spanish"
"85" 42 1992 "Dominican Republic" "DOM" 6 14 0.908163249492645 NA 0.916824221611023 0 0.548850536346436 "1" "0" 0.3996 0.0309 NA 1.10512190383563 "2. Spanish"
"86" 42 1993 "Dominican Republic" "DOM" 6 15 0.908163249492645 NA 0.916824221611023 0 0.548850536346436 "1" "0" 0.3951 0.0318 NA 1.27862661277483 "2. Spanish"
"92" 42 2001 "Dominican Republic" "DOM" 8 5 1 NA 0.613727807998657 47.2099990844727 0.588278889656067 "1" "0" 0.4705 0.0338 NA NA "2. Spanish"
"93" 42 2002 "Dominican Republic" "DOM" 8 6 1 NA 0.613727807998657 47.2099990844727 0.588278889656067 "1" "0" 0.4674 0.0339 NA NA "2. Spanish"
"94" 42 2003 "Dominican Republic" "DOM" 8 7 0.557613015174866 NA 1 29.1000003814697 0.635078310966492 "1" "0" 0.4681 0.0342 NA NA "2. Spanish"
"95" 42 2004 "Dominican Republic" "DOM" 8 8 0.557613015174866 NA 1 29.1000003814697 0.635078310966492 "1" "0" 0.4667 0.034 NA NA "2. Spanish"
"96" 42 2005 "Dominican Republic" "DOM" 8 9 1 NA 0.557613015174866 66.1999969482422 0.635078251361847 "1" "0" 0.4739 0.0363 NA NA "2. Spanish"
"97" 42 2006 "Dominican Republic" "DOM" 8 10 1 NA 0.557613015174866 66.1999969482422 0.635078251361847 "1" "0" 0.4732 0.0391 NA NA "2. Spanish"
"98" 42 2007 "Dominican Republic" "DOM" 8 11 1 NA 0.607376575469971 0 0.58350795507431 "1" "0" 0.4673 0.0416 NA NA "2. Spanish"
"99" 42 2008 "Dominican Republic" "DOM" 8 12 1 NA 0.607376575469971 0 0.58350795507431 "1" "0" 0.4574 0.0481 NA NA "2. Spanish"
"100" 42 2009 "Dominican Republic" "DOM" 8 13 1 NA 0.607376575469971 0 0.58350795507431 "1" "0" 0.4487 0.0583 NA NA "2. Spanish"
"101" 51 1975 "Jamaica" "JAM" 10 16 NA NA NA 0 NA "0" "2" 0.7359 0.0395 NA 1.58642750495736 "5. British"
"102" 51 1976 "Jamaica" "JAM" 10 17 NA NA NA 0 NA "0" "2" 0.736 0.0391 NA 1.52082111564703 "5. British"
"103" 51 1977 "Jamaica" "JAM" 10 18 1 NA 1 43.2000007629395 0.345197737216949 "0" "2" 0.7341 0.0376 NA 1.44874079655865 "5. British"
"104" 51 1978 "Jamaica" "JAM" 10 19 1 NA 1 43.2000007629395 0.345197737216949 "0" "2" 0.7336 0.0371 NA 1.45815874934234 "5. British"
"105" 51 1979 "Jamaica" "JAM" 10 20 1 NA 1 43.2000007629395 0.345197737216949 "0" "2" 0.7326 0.0358 NA 1.46297298850435 "5. British"
"106" 51 1980 "Jamaica" "JAM" 10 21 1 NA 1 43.2000007629395 0.345197737216949 "0" "2" 0.7316 0.036 NA 1.45173096394702 "5. British"
"107" 51 1981 "Jamaica" "JAM" 10 22 1 NA 1 42.2999992370605 0.235028252005577 "0" "2" 0.7313 0.0354 NA 1.45635002998212 "5. British"
"108" 51 1982 "Jamaica" "JAM" 10 23 1 NA 1 42.2999992370605 0.235028252005577 "0" "2" 0.7299 0.0348 NA 1.47641457729136 "5. British"
"109" 51 1983 "Jamaica" "JAM" 10 24 1 NA 1 42.2999992370605 0.235028252005577 "0" "2" 0.7289 0.0338 NA 1.20056132245325 "5. British"
"110" 51 1984 "Jamaica" "JAM" 10 25 1 NA NA 0 0 "0" "2" 0.7269 0.0332 NA 1.1536423260883 "5. British"
"111" 51 1985 "Jamaica" "JAM" 10 26 1 NA NA 0 0 "0" "2" 0.7253 0.0328 NA 1.18387773969034 "5. British"
"112" 51 1986 "Jamaica" "JAM" 10 27 1 NA NA 0 0 "0" "2" 0.724 0.0333 NA 1.18998282252141 "5. British"
"113" 51 1987 "Jamaica" "JAM" 10 28 1 NA 0.5 0 0.0661016926169395 "0" "2" 0.7233 0.0334 NA 1.21094031872134 "5. British"
"114" 51 1988 "Jamaica" "JAM" 10 29 1 NA 0.5 0 0.0661016926169395 "0" "2" 0.7233 0.0332 NA 1.22069771692451 "5. British"
"115" 51 1989 "Jamaica" "JAM" 10 30 1 NA 0.5 0 0.0661016926169395 "0" "2" 0.7224 0.0328 NA 1.59926544372192 "5. British"
"116" 51 1990 "Jamaica" "JAM" 10 31 1 NA 1 44.0999984741211 0.397740095853806 "0" "2" 0.7226 0.0319 NA 1.47344231826807 "5. British"
"117" 51 1991 "Jamaica" "JAM" 10 32 1 NA 1 44.0999984741211 0.397740095853806 "0" "2" 0.7231 0.0312 NA 1.59743836696791 "5. British"
"118" 51 1992 "Jamaica" "JAM" 10 33 1 NA 1 44.0999984741211 0.397740095853806 "0" "2" 0.7243 0.0308 NA 1.59055603418154 "5. British"
"119" 51 1993 "Jamaica" "JAM" 9 34 1 NA 1 44.0999984741211 0.397740095853806 "0" "2" 0.7252 0.0307 NA 1.43472341435907 "5. British"
"120" 51 1994 "Jamaica" "JAM" 9 35 1 NA 1 39.439998626709 0.235028252005577 "0" "2" 0.7264 0.0316 NA 1.42214379512673 "5. British"
"121" 51 1995 "Jamaica" "JAM" 9 36 1 NA 1 39.439998626709 0.235028252005577 "0" "2" 0.7284 0.0323 NA 1.44627587289991 "5. British"
"122" 51 1996 "Jamaica" "JAM" 9 37 1 NA 1 39.439998626709 0.235028252005577 "0" "2" 0.73 0.0336 NA 1.40341012398697 "5. British"
"123" 51 1997 "Jamaica" "JAM" 9 38 1 NA 1 39.439998626709 0.235028252005577 "0" "2" 0.7305 0.0343 NA 1.29759576526211 "5. British"
"124" 51 1998 "Jamaica" "JAM" 9 39 1 NA 1 40 0.282485872507095 "0" "2" 0.7305 0.0361 NA 1.50220876385479 "5. British"
"125" 51 1999 "Jamaica" "JAM" 9 40 1 NA 1 40 0.282485872507095 "0" "2" 0.7294 0.0373 NA 1.50822285757309 "5. British"
"126" 51 2000 "Jamaica" "JAM" 9 41 1 NA 1 40 0.282485872507095 "0" "2" 0.7286 0.0383 NA 1.52822138528843 "5. British"
"127" 51 2001 "Jamaica" "JAM" 9 42 1 NA 1 40 0.282485872507095 "0" "2" 0.7283 0.0399 NA NA "5. British"
"128" 51 2002 "Jamaica" "JAM" 9 43 1 NA 1 40 0.325423747301102 "0" "2" 0.7277 0.0403 NA NA "5. British"
"129" 51 2003 "Jamaica" "JAM" 9 44 1 NA 1 47.0499992370605 0.499435037374496 "0" "2" 0.7263 0.0406 NA NA "5. British"
"130" 51 2004 "Jamaica" "JAM" 9 45 1 NA 1 47.0499992370605 0.499435037374496 "0" "2" 0.7248 0.041 NA NA "5. British"
"131" 51 2005 "Jamaica" "JAM" 9 46 1 NA 1 47.0499992370605 0.499435037374496 "0" "2" 0.723 0.0427 NA NA "5. British"
"132" 51 2006 "Jamaica" "JAM" 9 47 1 NA 1 47.0499992370605 0.499435037374496 "0" "2" 0.722 0.0445 NA NA "5. British"
"133" 51 2007 "Jamaica" "JAM" 9 48 1 NA 1 47.0499992370605 0.499435037374496 "0" "2" 0.7218 0.0463 NA NA "5. British"
"134" 51 2008 "Jamaica" "JAM" 9 49 1 NA 1 49.7999992370605 0.506214678287506 "0" "2" 0.7209 0.0489 NA NA "5. British"
"135" 51 2009 "Jamaica" "JAM" 9 50 1 NA 1 49.7999992370605 0.506214678287506 "0" "2" 0.7195 0.0498 NA NA "5. British"
"141" 70 2002 "Mexico" "MEX" 8 5 0.874519884586334 NA 0.605642378330231 59.1199989318848 0.641445517539978 "1" "0" 0.4749 0.0289 NA NA "2. Spanish"
"142" 70 2003 "Mexico" "MEX" 8 6 0.874519884586334 NA 0.605642378330231 59.1199989318848 0.641445517539978 "1" "0" 0.4765 0.0299 NA NA "2. Spanish"
"143" 70 2004 "Mexico" "MEX" 8 7 0.819999992847443 NA 0.544187366962433 43.9099998474121 0.669498980045319 "1" "0" 0.4783 0.0317 NA NA "2. Spanish"
"144" 70 2005 "Mexico" "MEX" 8 8 0.819999992847443 NA 0.544187366962433 43.9099998474121 0.669498980045319 "1" "0" 0.4766 0.0334 NA NA "2. Spanish"
"145" 70 2006 "Mexico" "MEX" 8 9 0.819999992847443 NA 0.544187366962433 43.9099998474121 0.669498980045319 "1" "0" 0.475 0.0354 NA NA "2. Spanish"
"146" 70 2007 "Mexico" "MEX" 8 10 1 NA 0.318839937448502 0 0.721461892127991 "1" "0" 0.4707 0.0383 NA NA "2. Spanish"
"147" 70 2008 "Mexico" "MEX" 8 11 1 NA 0.318839937448502 0 0.721461892127991 "1" "0" 0.465 0.0425 NA NA "2. Spanish"
"148" 70 2009 "Mexico" "MEX" 8 12 1 NA 0.318839937448502 0 0.721461892127991 "1" "0" 0.4604 0.048 NA NA "2. Spanish"
"154" 93 1995 "Nicaragua" "NIC" 8 5 NA NA 0.744897961616516 2.55999994277954 NA "1" "0" 0.4777 0.0432 NA 1.21767748705443 "2. Spanish"
"155" 93 1996 "Nicaragua" "NIC" 8 6 NA NA 0.744897961616516 2.55999994277954 NA "1" "0" 0.5181 0.0488 NA 1.14835636156219 "2. Spanish"
"156" 93 1997 "Nicaragua" "NIC" 8 7 1 NA 0.541294634342194 50.0499992370605 0.635313034057617 "1" "0" 0.5347 0.0485 NA 1.17831694299697 "2. Spanish"
"157" 93 1998 "Nicaragua" "NIC" 8 8 1 NA 0.541294634342194 50.0499992370605 0.635313034057617 "1" "0" 0.5397 0.0467 NA 1.22205715438248 "2. Spanish"
"158" 93 1999 "Nicaragua" "NIC" 8 9 1 NA 0.541294634342194 50.0499992370605 0.635313034057617 "1" "0" 0.541 0.0487 NA 1.11988999875996 "2. Spanish"
"159" 93 2000 "Nicaragua" "NIC" 8 10 1 NA 0.541294634342194 50.0499992370605 0.635313034057617 "1" "0" 0.5374 0.0495 NA 1.1377697718325 "2. Spanish"
"160" 93 2001 "Nicaragua" "NIC" 8 11 1 NA 0.541294634342194 50.0499992370605 0.635313034057617 "1" "0" 0.5214 0.0506 NA NA "2. Spanish"
"161" 93 2002 "Nicaragua" "NIC" 8 12 1 NA 0.915061712265015 44.1999969482422 0.525800287723541 "1" "0" 0.5142 0.0522 NA NA "2. Spanish"
"162" 93 2003 "Nicaragua" "NIC" 8 13 1 NA 0.915061712265015 44.1999969482422 0.525800287723541 "1" "0" 0.5127 0.0539 NA NA "2. Spanish"
"163" 93 2004 "Nicaragua" "NIC" 8 14 1 NA 0.915061712265015 44.1999969482422 0.525800287723541 "1" "0" 0.5172 0.055 NA NA "2. Spanish"
"164" 93 2005 "Nicaragua" "NIC" 8 15 1 NA 0.915061712265015 44.1999969482422 0.525800287723541 "1" "0" 0.5246 0.0589 NA NA "2. Spanish"
"165" 93 2006 "Nicaragua" "NIC" 8 16 1 NA 0.915061712265015 44.1999969482422 0.525800287723541 "1" "0" 0.5252 0.0608 NA NA "2. Spanish"
"166" 93 2007 "Nicaragua" "NIC" 9 17 1 NA 0.419378697872162 61.9799995422363 0.68938821554184 "1" "0" 0.5234 0.0669 NA NA "2. Spanish"
"167" 93 2008 "Nicaragua" "NIC" 9 18 1 NA 0.419378697872162 61.9799995422363 0.68938821554184 "1" "0" 0.5163 0.0754 NA NA "2. Spanish"
"168" 93 2009 "Nicaragua" "NIC" 9 19 1 NA 0.419378697872162 61.9799995422363 0.68938821554184 "1" "0" 0.5068 0.0861 NA NA "2. Spanish"
"174" 95 1994 "Panama" "PAN" 9 5 0.365289270877838 NA 0.708333313465118 0 0.74219810962677 "1" "0" 0.5024 0.048 NA 1.57914161726436 "2. Spanish"
"175" 95 1995 "Panama" "PAN" 9 6 0.884297549724579 NA 0.185008928179741 0 0.777860045433044 "1" "0" 0.4922 0.047 NA 1.37267246548803 "2. Spanish"
"176" 95 1996 "Panama" "PAN" 9 7 0.884297549724579 NA 0.185008928179741 0 0.777860045433044 "1" "0" 0.4827 0.0482 NA 1.40815377301431 "2. Spanish"
"177" 95 1997 "Panama" "PAN" 9 8 0.884297549724579 NA 0.185008928179741 0 0.777860045433044 "1" "0" 0.4808 0.0522 NA 1.41902007148829 "2. Spanish"
"178" 95 1998 "Panama" "PAN" 9 9 0.884297549724579 NA 0.185008928179741 0 0.777860045433044 "1" "0" 0.4733 0.0515 NA 1.45317516893674 "2. Spanish"
"179" 95 1999 "Panama" "PAN" 9 10 0.884297549724579 NA 0.185008928179741 0 0.777860045433044 "1" "0" 0.4641 0.0499 NA 1.44200901870842 "2. Spanish"
